CaseID,Activity1,Activity2,Activity3,Duration,NextActivity
183483,5,6,4,8449,2470
183483,6,4,6,2656,1
183486,1,3,5,2.999999999,6
183486,3,5,6,14,4
183486,5,6,4,45,2472
183486,6,4,6,1030,3
183486,4,6,3,5.999999999,5
183486,6,3,5,12127,2473
183489,3,5,6,58964,4
183489,5,6,4,45849,6
183489,6,4,6,28453,2474
183495,3,5,6,23025,2475
183495,5,6,4,23023,6
183495,6,4,6,9950,1
183501,1,3,5,180,2477
183504,3,5,6,12597,6
183504,5,6,6,12418,3
183504,6,3,5,293,1
183510,1,3,5,9986,6
183510,3,5,6,27125,4
183510,5,6,4,17312,2480
183510,6,4,6,2929,4
183510,4,6,4,2798,6
183510,6,4,6,2521,2481
183513,1,3,5,11830,5
183516,3,5,5,17318,1
183519,1,3,3,1601,1
183522,1,3,5,59,6
183522,3,5,6,22706,2485
183528,1,3,5,16.99999999,6
183528,3,5,6,11460,2487
183528,5,6,4,11465,6
183528,6,4,6,1227,6
183528,4,6,6,1250,2488
183531,1,3,5,893,2489
183531,3,5,5,43201,1
183537,1,3,3,1110,1
183540,1,3,5,48,6
183543,3,5,6,21018,4
183543,5,6,4,21044,2492
183543,6,4,6,60,6
183543,4,6,6,56,3
183555,3,5,6,8060,3
183555,6,3,5,1967,6
183558,3,5,6,17175,4
183558,5,6,4,8146,2495
183558,6,4,6,9770,3
183561,3,3,5,114,5
183564,3,5,5,45461,1
183567,1,3,3,44029,3
183579,3,5,6,19607,4
183579,5,6,4,7114,2499
183579,6,4,6,8630,3
183582,3,3,3,5.000000006,3
183582,3,3,3,1726,3
183585,3,3,3,1.000000003,2501
183585,3,3,5,14198,5
183588,3,5,5,50388,3
183594,3,5,6,10430,4
183594,5,6,4,1289,2503
183594,6,4,6,1364,4
183594,4,6,4,344,6
183594,6,4,6,4159,2504
183600,3,5,6,11805,6
183600,5,6,6,11793,3
183600,6,3,3,31357,3
183603,3,3,3,1.999999996,5
183606,3,5,6,27508,4
183606,5,6,4,14299,6
183606,6,4,6,4364,2508
183606,4,6,4,4371,6
183606,6,4,6,4341,4
183606,4,6,4,4394,2509
183606,6,4,6,250,3
183609,3,5,6,11607,6
183609,5,6,6,11091,1
183619,1,3,5,16108,5
183619,3,5,5,19254,2512
183622,3,5,6,79288,2513
183622,5,6,6,68763,1
183625,1,3,3,423,1
183631,3,3,1,216,2516
183631,3,1,1,206,3
183634,1,1,3,103,3
183640,1,3,3,404,2517
183640,3,3,5,6765,6
183643,3,5,6,8555,2518
183643,5,6,4,1208,6
183643,6,4,6,1703,1
183652,1,1,1,102,3
183652,1,1,3,142,5
183655,1,3,5,12915,2521
183655,3,5,5,18870,1
183679,3,5,6,15809,2523
183679,5,6,4,15824,6
183679,6,4,6,4525,4
183679,4,6,4,4541,2524
183679,6,4,6,1257,3
183682,3,5,5,16106,3
183688,3,3,1,269,3
183691,1,3,3,140,2527
183691,3,3,3,1253,3
183697,3,3,3,5.999999999,2528
183700,3,5,5,1669,3
183700,5,5,3,22,2529
183700,5,3,5,10360,6
183703,3,5,6,20335,3
183706,3,5,6,17285,6
183706,5,6,6,18589,2531
183709,1,3,5,35,2532
183709,3,5,5,6110,1
183709,5,5,1,18.00000001,3
183712,1,3,3,147,3
183715,3,3,5,6115,2534
183721,3,5,6,7403,2535
183721,5,6,4,7444,6
183721,6,4,6,1082,4
183721,4,6,4,2678,2536
183721,6,4,6,1896,6
183721,4,6,6,286,3
183721,6,3,5,2674,6
183730,3,5,6,21566,4
183730,5,6,4,8615,2538
183730,6,4,6,5733,3
183733,3,5,6,11689,3
183736,3,5,6,5.999999999,1
183739,1,1,1,227,3
183739,1,1,3,328,3
183745,1,3,3,6154,2542
183757,3,5,5,12937,1
183760,1,1,1,175,1
183784,1,3,5,32,6
183784,3,5,6,27520,2546
183784,5,6,1,113,3
183787,1,3,1,4.000000003,2547
183787,3,1,3,13.99999999,5
183790,1,3,5,12955,6
183790,3,5,6,18487,2548
183790,5,6,4,6065,6
183790,6,4,6,1075,3
183790,6,3,3,24503,1
183805,3,3,1,82.00000001,1
183814,1,1,1,8.999999998,2551
183817,1,1,3,8.999999998,5
183817,1,3,5,1161,5
183820,3,5,5,45725,2552
183826,1,1,1,4.000000003,2553
183835,1,1,1,6.999999991,3
183841,1,1,3,287,2554
183844,1,3,5,9881,6
183844,3,5,6,9673,6
183844,5,6,6,202,2555
183853,3,5,6,11664,2556
183853,5,6,6,16998,1
183856,1,3,3,2741,1
183862,1,3,5,1264,6
183862,3,5,6,9380,6
183862,5,6,6,8629,2559
183865,1,3,3,1090,2560
183874,1,1,1,2.999999999,2561
183877,1,1,3,16,1
183889,1,1,3,46,3
183892,1,3,3,307,1
183904,1,3,5,12995,6
183910,3,5,6,19981,2564
183916,3,5,5,60060,2565
183919,1,3,1,67,2566
183919,3,1,3,396,1
183931,1,3,1,21,3
183931,3,1,3,936,2567
183943,1,3,3,6983,1
183955,1,1,1,4.999999995,1
183964,1,1,1,2.000000007,2569
183967,1,1,1,8.999999998,3
183979,3,5,5,44289,1
183979,5,5,1,6.000000009,3
183982,1,3,3,12763,1
183994,1,3,5,11614,6
183994,3,5,6,28564,4
183994,5,6,4,18284,2573
183994,6,4,6,404,4
183994,4,6,4,1553,6
183994,6,4,6,6869,2574
183994,4,6,6,7036,3
184003,3,5,5,25832,2576
184003,5,5,1,67,3
184009,1,3,3,1459,2577
184012,1,3,3,8708,2578
184018,1,1,3,207,5
184021,1,3,5,278,5
184027,3,5,5,44030,2580
184030,1,3,3,302,2581
184036,1,2,2,5808,2582
184045,1,3,3,1091,2583
184051,1,3,5,1503,2584
184051,3,5,6,11288,6
184051,5,6,6,9841,3
184051,6,3,3,4274,1
184057,1,3,5,5714,6
184057,3,5,6,54875,3
184078,3,5,6,9.999999991,4
184078,5,6,4,209,2588
184078,6,4,6,5547,1
184081,1,1,3,1205,3
184084,1,3,3,1681,1
184087,1,3,5,9735,6
184087,3,5,6,19875,2591
184087,5,6,4,10150,6
184087,6,4,6,9929,1
184090,1,1,3,1212,5
184093,1,3,5,1562,2593
184099,3,5,6,18691,4
184099,5,6,4,18345,6
184099,6,4,6,1350,2594
184102,3,3,1,107,2595
184108,1,1,1,10,1
184111,1,1,3,876,5
184114,1,3,5,1000,6
184114,3,5,6,16,2597
184117,1,1,1,1.000000003,2598
184117,1,1,1,79.00000001,1
184120,1,1,1,13.99999999,1
184120,1,1,1,34,2599
184123,1,1,1,114,3
184123,1,1,3,1000,5
184126,1,3,5,11496,2600
184129,1,1,3,982,2601
184132,1,3,3,7241,1
184135,1,1,3,1027,1
184138,1,3,1,575,1
184150,1,1,3,1024,5
184153,1,3,5,2412,2605
184153,3,5,5,36120,1
184156,1,1,3,1027,3
184159,1,3,3,44126,1
184165,1,3,5,12668,2608
184165,3,5,6,25630,1
184168,1,2,2,5487,1
184177,1,1,3,1064,2611
184180,1,3,5,15530,6
184180,3,5,6,17514,4
184180,5,6,4,3231,2612
184180,6,4,6,1049,4
184180,4,6,4,873,6
184180,6,4,6,1688,2613
184183,1,3,3,6569,2614
184186,1,1,3,1069,2615
184189,1,3,5,1486,6
184189,3,5,6,15893,4
184189,5,6,4,15500,2616
184195,1,1,1,2.999999999,1
184207,1,1,3,1093,5
184210,1,3,5,16522,6
184213,3,5,6,37250,2619
184213,5,6,4,21914,3
184216,3,5,5,17147,3
184219,3,3,3,8.999999998,3
184219,3,3,3,262,1
184231,1,3,3,5856,3
184231,3,3,3,1.999999996,2623
184240,1,1,3,1084,2625
184249,1,3,5,11423,1
184261,1,3,3,1406,3
184261,3,3,3,5.000000006,5
184261,3,3,5,9990,2627
184264,3,5,5,44375,3
184267,3,5,6,18474,6
184267,5,6,6,18483,3
184270,3,5,5,14663,3
184273,3,5,6,18715,4
184273,5,6,4,19537,2631
184273,6,4,6,1253,4
184273,4,6,4,1410,6
184273,6,4,6,1498,2632
184279,1,1,1,23,2633
184282,1,1,3,1036,3
184285,1,3,3,5605,3
184291,3,3,5,4409,6
184297,3,5,6,30501,1
184312,1,3,5,17296,6
184312,3,5,6,27343,2636
184312,5,6,6,10396,3
184315,3,5,6,40217,3
184324,3,3,3,15,5
184324,3,3,5,9990,6
184327,3,5,6,25625,2639
184327,5,6,4,15333,6
184327,6,4,6,38,6
184327,4,6,6,27,2640
184330,3,5,6,17101,2641
184330,5,6,6,10222,3
184345,1,1,3,293,5
184348,1,3,5,294,2643
184354,3,5,5,4425,3
184354,5,3,3,38476,2644
184360,1,1,1,6.999999991,2645
184363,1,1,3,318,3
184366,1,3,3,356,1
184372,1,1,1,51,3
184382,1,1,3,271,2647
184382,1,3,3,43116,1
184388,1,1,3,225,5
184388,1,3,5,10519,5
184394,3,5,5,44354,2649
184400,1,3,1,45.99999999,2650
184403,1,1,3,291,2651
184406,1,3,5,10591,5
184406,3,5,5,44287,3
184409,3,5,6,24402,3
184415,3,5,6,34875,3
184415,5,6,3,249,2654
184421,3,5,6,20771,2655
184421,5,6,1,6.999999991,1
184424,1,1,3,27,2656
184427,1,3,3,24,1
184430,3,3,1,1.000000003,3
184430,3,1,3,13,2657
184433,1,3,5,11741,5
184433,3,5,5,39126,3
184436,3,5,6,7140,6
184436,5,6,6,10089,2659
184439,3,5,6,15786,2660
184439,5,6,6,14435,3
184445,3,5,5,44290,1
184448,1,1,3,178,3
184454,1,3,3,198,3
184454,3,3,3,0.999999993,2663
184457,3,3,5,11569,5
184460,3,5,5,14071,2664
184463,1,1,1,91,2665
184466,1,1,3,84,5
184469,1,3,5,11761,2666
184469,3,5,6,18664,3
184472,3,5,6,10138,4
184472,5,6,4,10143,6
184472,6,4,6,7355,2668
184481,1,3,1,1.000000003,2669
184484,1,3,5,10446,6
184484,3,5,6,17096,2670
184484,5,6,4,6940,6
184484,6,4,6,1362,1
184487,1,3,3,44452,1
184490,1,3,3,4684,1
184496,1,3,5,6132,6
184499,3,5,6,28563,2674
184499,5,6,6,24096,1
184502,1,1,3,176,5
184508,1,3,5,8396,6
184511,3,5,6,15460,2676
184520,3,5,6,15607,2677
184520,5,6,6,5778,1
184529,3,1,3,57,5
184535,1,3,5,11629,2679
184544,3,5,6,17576,4
184544,5,6,4,6807,6
184544,6,4,6,12225,2680
184553,3,1,1,4.999999995,2681
184565,1,1,3,38,3
184568,1,3,3,4245,1
184571,1,3,5,1438,6
184571,3,5,6,15538,2683
184580,1,2,2,4217,2684
184586,2,3,5,7322,3
184589,3,5,3,33,2685
184592,3,5,6,25657,4
184592,5,6,4,14163,2686
184592,6,4,6,1504,3
184595,3,5,6,39959,4
184595,5,6,4,40093,6
184595,6,4,6,4284,2688
184595,4,6,4,4177,6
184595,6,4,6,1455,3
184598,3,5,6,17095,4
184598,5,6,4,17043,2690
184601,1,3,3,44216,2691
184601,3,3,1,6.000000009,3
184604,1,3,5,9800,2692
184604,3,5,6,15647,1
184607,1,1,3,201,5
184607,1,3,5,14117,5
184610,3,5,5,35892,2694
184613,1,3,5,11391,2695
184619,3,5,5,14271,3
184622,3,5,5,14195,3
184625,3,5,5,45386,1
184634,1,3,5,11,6
184637,3,5,6,8287,2699
184640,1,3,3,21213,2700
184640,3,3,3,1.000000003,3
184640,3,3,3,22849,3
184652,3,5,6,16632,4
184652,5,6,4,12741,2702
184652,6,4,6,13355,4
184652,4,6,4,13221,6
184652,6,4,6,15441,2703
184655,3,5,6,35317,2704
184655,5,6,4,37080,6
184655,6,4,6,4649,1
184658,1,3,5,63,6
184667,3,5,6,15462,2706
184667,5,6,1,804,3
184673,1,3,5,13211,2707
184673,3,5,6,18804,4
184673,5,6,4,11303,6
184673,6,4,6,5603,2708
184676,3,5,6,16098,2709
184679,3,3,1,19.99999999,2710
184688,3,3,5,8688,6
184691,3,5,6,15805,4
184691,5,6,4,7212,2712
184691,6,4,6,8597,4
184691,4,6,4,8613,6
184691,6,4,6,1642,2713
184694,1,3,3,92.00000001,2714
184694,3,3,3,9997,1
184697,3,3,1,14,2715
184703,1,1,3,97.99999999,5
184706,1,3,5,3143,2716
184706,3,5,6,26317,1
184709,1,3,5,21.00000001,5
184712,3,5,5,33160,2718
184715,1,2,2,3050,2719
184724,3,5,5,10419,2720
184730,3,3,3,19241,3
184733,3,3,3,10,5
184736,3,5,6,27657,4
184736,5,6,4,28649,6
184736,6,4,6,9797,2723
184739,1,3,5,3108,2724
184739,3,5,6,17301,1
184742,1,1,3,115,5
184748,1,3,5,262,6
184751,3,5,6,16242,2726
184751,5,6,6,22770,1
184754,1,3,3,3340,3
184754,3,3,3,2.000000007,5
184757,3,5,5,47270,3
184760,3,5,6,15605,1
184763,1,3,1,92,3
184763,3,1,3,44,1
184772,1,3,1,15,2731
184772,3,1,3,131,5
184778,1,3,5,140,6
184778,3,5,6,17239,2732
184781,3,5,6,27120,2733
184781,5,6,4,27117,6
184781,6,4,6,7387,1
184784,1,3,5,132,6
184784,3,5,6,45732,2735
184784,5,6,4,46149,4
184784,6,4,4,3112,3
184787,3,5,6,52933,5
184787,5,6,5,40274,2737
184787,6,5,5,2865,3
184790,3,5,5,17616,3
184793,3,5,6,15668,1
184796,1,3,3,3183,3
184796,3,3,3,39,5
184799,3,5,6,12655,6
184799,5,6,6,14199,1
184802,1,3,3,1.999999996,5
184808,3,5,6,15695,1
184808,5,6,1,42.99999999,3
184811,1,3,5,10083,6
184814,3,5,6,80350,1
184817,1,3,5,12689,6
184820,3,5,6,15671,2746
184820,5,6,4,2979,6
184820,6,4,6,1290,1
184823,1,3,3,2553,1
184823,3,3,1,0.999999993,2748
184826,1,3,5,12858,5
184826,3,5,5,57150,2749
184829,3,5,5,44607,2750
184832,3,5,6,50908,2751
184838,3,5,5,47482,2752
184844,1,3,3,391,2753
184850,3,5,5,44597,2754
184853,3,5,6,32026,2755
184853,5,6,4,32030,6
184853,6,4,6,1222,6
184853,4,6,6,2402,2756
184865,3,5,6,11516,2757
184868,3,1,3,31.00000001,3
184871,1,3,3,535,1
184883,1,3,5,10541,5
184889,3,5,5,11906,2760
184898,1,3,3,612,1
184901,1,1,1,5.000000006,1
184904,1,1,1,4.999999995,2763
184907,1,1,1,2.999999999,1
184910,1,1,1,14,3
184919,1,1,3,201,2764
184922,1,3,3,572,3
184922,3,3,5,10142,2765
184928,3,5,5,46010,1
184931,1,1,3,192,3
184940,1,3,3,640,1
184946,1,3,5,4370,6
184949,3,5,6,10203,2768
184949,5,6,4,5929,6
184949,6,4,6,121,3
184952,3,5,6,20179,4
184952,5,6,4,19949,2770
184952,6,4,6,1392,4
184952,4,6,4,1559,6
184952,6,4,6,1234,2771
184952,4,6,6,1365,1
184955,1,3,5,204,6
184955,3,5,6,56212,4
184955,5,6,4,56358,2773
184955,6,4,4,1498,1
184958,1,3,5,16000,6
184961,3,5,6,23348,3
184976,1,3,5,250,5
184979,3,5,5,10374,3
184979,5,3,3,32718,1
184985,1,3,5,2960,6
184985,3,5,6,24484,6
184985,5,6,6,23018,2779
184988,1,3,5,213,2780
184991,3,5,6,11740,4
184991,5,6,4,11635,6
184991,6,4,6,28714,2781
184991,4,6,4,30368,6
184991,6,4,6,4156,4
184991,4,6,4,2518,2782
184991,6,4,4,555,1
184997,1,1,3,297,5
185003,1,3,5,10452,5
185003,3,5,5,44307,2784
185006,3,5,6,12851,2785
185018,3,1,3,215,3
185021,1,3,3,91,5
185021,3,3,5,10010,2787
185024,3,5,6,30158,3
185027,3,5,5,32246,3
185033,3,3,3,4.999999995,5
185039,3,5,6,5765,2790
185039,5,6,4,4169,6
185039,6,4,6,4286,1
185045,1,3,5,10411,6
185045,3,5,6,24777,2792
185045,5,6,4,15633,6
185045,6,4,6,5470,4
185045,4,6,4,4298,2793
185045,6,4,6,2845,4
185045,4,6,4,2893,4
185045,6,4,4,2752,2794
185048,3,5,5,20647,2795
185051,1,3,5,10489,2796
185051,3,5,6,20497,4
185051,5,6,4,10051,6
185051,6,4,6,1146,2797
185051,4,6,4,1192,6
185051,6,4,6,58,6
185051,4,6,6,140,2798
185057,3,3,5,9873,6
185060,3,5,6,21407,1
185066,1,3,5,322,5
185069,3,5,5,44446,2801
185072,1,3,5,201,2802
185075,3,5,6,23204,4
185075,5,6,4,25862,4
185075,6,4,4,8743,2803
185078,3,5,6,14509,2804
185099,2,3,3,127,3
185102,3,3,5,5442,2806
185105,3,5,6,13225,1
185111,1,3,5,1413,5
185111,3,5,5,81645,1
185114,1,3,5,3207,6
185114,3,5,6,11377,2809
185117,1,3,5,10415,2810
185117,3,5,5,11764,1
185123,1,3,3,44565,3
185126,3,5,6,36218,3
185141,3,5,6,30140,3
185144,3,1,3,3.999999992,5
185147,1,3,5,10343,6
185147,3,5,6,14632,2815
185147,5,6,4,4455,6
185147,6,4,6,5640,6
185147,4,6,6,5519,2816
185150,1,3,3,149,2817
185156,1,3,5,3209,2818
185159,3,5,6,13118,6
185159,5,6,6,9943,3
185162,3,5,6,10285,4
185162,5,6,4,10263,2820
185162,6,4,6,9767,3
185165,3,5,5,44194,1
185168,1,1,1,5.999999999,3
185171,1,1,3,227,5
185174,1,3,5,10332,2823
185174,3,5,5,13171,1
185177,1,3,5,29,6
185177,3,5,6,13170,1
185177,5,6,1,80,2825
185180,1,1,1,199,1
185183,1,1,1,5.999999999,2826
185195,1,1,3,1.999999996,5
185198,1,3,5,1.999999996,2827
185201,3,5,6,45745,6
185201,5,6,6,45957,1
185204,1,3,3,1296,1
185210,1,3,3,16.99999999,1
185210,3,3,1,48,3
185210,3,1,3,40,2831
185213,1,3,5,10105,6
185213,3,5,6,30014,3
185216,3,5,6,31662,3
185219,3,5,6,22662,6
185219,5,6,6,12888,2834
185225,1,3,5,10104,2835
185234,3,5,6,23013,6
185234,5,6,6,12882,1
185243,1,3,5,1189,5
185246,3,5,5,14658,2837
185246,5,3,3,29582,3
185252,3,3,3,4.999999995,2838
185255,3,5,6,15576,2
185261,3,5,6,54329,1
185264,1,3,5,43,6
185267,3,5,6,21205,4
185267,5,6,4,21245,2842
185267,6,4,6,23089,3
185270,3,5,6,15909,3
185270,5,6,3,64.99999999,5
185273,3,5,6,24271,4
185273,5,6,4,24159,4
185273,6,4,4,7372,2845
185276,1,3,5,10252,2846
185279,3,5,6,24326,4
185279,5,6,4,15368,6
185279,6,4,6,5570,2847
185282,3,3,3,1196,2848
185285,3,3,1,24,3
185303,3,5,5,9922,3
185306,3,5,6,29998,3
185309,3,5,5,9915,3
185309,5,5,3,13,5
185312,3,5,5,31560,3
185312,5,5,3,3.999999992,5
185315,3,5,5,15697,1
185318,1,3,1,2.000000007,3
185318,3,1,3,755,5
185327,1,3,5,763,2855
185327,3,5,5,74085,1
185330,1,1,1,17,3
185333,1,1,3,897,3
185336,1,3,3,906,2857
185345,1,3,5,10071,2858
185348,3,5,6,50778,4
185348,5,6,4,41499,6
185348,6,4,6,1065,2859
185348,4,6,6,1050,3
185351,3,5,6,18700,4
185351,5,6,4,9601,6
185351,6,4,6,1315,2861
185351,4,6,6,1562,3
185357,1,3,3,43209,2863
185363,1,1,3,125,2864
185366,1,3,3,1964,1
185372,1,3,5,9256,6
185372,3,5,6,14649,6
185372,5,6,6,5503,2866
185379,3,5,6,8918,2867
185382,1,3,5,9266,2868
185382,3,5,6,19248,6
185382,5,6,6,10852,1
185385,1,1,3,61.99999999,5
185385,1,3,5,9230,2870
185388,3,5,6,40130,4
185388,5,6,4,31282,6
185388,6,4,6,2847,2871
185388,4,6,4,2719,6
185388,6,4,6,350,1
185391,1,3,5,9324,6
185397,3,5,6,33320,2873
185397,5,6,6,24219,1
185400,1,1,3,49,5
185403,1,3,5,10076,5
185403,3,5,5,60412,2875
185406,1,1,1,4.000000003,2876
185409,1,1,1,16,1
185419,1,1,1,22,3
185422,1,1,3,29,2877
185425,1,3,3,43154,3
185428,3,5,5,36304,1
185431,1,1,1,2.999999999,1
185434,1,1,1,4.000000003,3
185437,1,1,3,38,2880
185440,1,3,3,43148,1
185449,1,3,5,4.000000003,2882
185449,3,5,6,10.99999999,4
185449,5,6,4,10.99999999,6
185449,6,4,6,8894,2883
185449,4,6,3,5.999999999,5
185452,3,5,5,10098,2884
185452,5,5,3,25,5
185455,3,5,6,11904,2885
185455,5,6,4,3358,6
185455,6,4,6,1237,3
185458,3,3,3,5.000000006,5
185461,3,5,6,10,1
185461,5,6,1,26,3
185461,6,1,3,96.99999999,2888
185464,1,3,5,175,6
185464,3,5,6,23245,4
185464,5,6,4,23152,2889
185464,6,4,6,1212,4
185464,4,6,4,1267,6
185464,6,4,6,25896,2890
185464,4,6,6,25858,1
185467,1,3,5,48,5
185467,3,5,5,34781,1
185470,1,3,5,10.99999999,6
185470,3,5,6,13221,2893
185470,5,6,4,13227,4
185470,6,4,4,1216,3
185473,3,5,6,18759,6
185473,5,6,6,9655,2895
185476,1,3,3,167,2896
185482,1,3,5,8791,2897
185482,3,5,6,13069,4
185482,5,6,4,9931,6
185482,6,4,6,5956,2898
185485,1,3,3,1909,2899
185488,3,3,1,6.999999991,3
185491,1,3,1,2.999999999,2900
185494,3,1,1,5.000000006,3
185497,1,1,3,35.00000001,3
185500,1,3,3,256,2901
185506,3,5,6,11757,2902
185506,5,6,1,1.000000003,3
185509,1,3,3,23,2903
185515,1,3,5,9108,2904
185515,3,5,6,23278,4
185515,5,6,4,14177,6
185515,6,4,6,951,2905
185515,4,6,6,997,1
185518,1,3,3,5755,3
185518,3,3,5,3298,2907
185524,3,5,6,12839,4
185524,5,6,4,3767,6
185524,6,4,6,10474,2908
185524,4,6,6,11370,1
185533,1,3,3,3090,2910
185533,3,3,3,30,5
185536,3,5,5,45766,2911
185539,3,3,3,15,2912
185548,3,5,6,28729,4
185548,5,6,4,28569,2913
185548,6,4,6,16222,4
185548,4,6,4,16114,4
185548,6,4,4,45610,2914
185554,3,5,5,18748,2915
185557,3,5,6,11508,2916
185557,5,6,4,11576,6
185557,6,4,6,1264,3
185560,3,5,6,11377,1
185563,1,3,5,15,5
185563,3,5,5,36060,2919
185563,5,5,1,1.000000003,3
185566,1,3,3,44340,2920
185569,3,3,1,32,3
185584,1,3,5,8983,2921
185584,3,5,5,18774,3
185584,5,3,3,25535,2922
185590,1,1,3,33,2923
185590,1,3,3,1587,1
185602,1,1,3,30,5
185605,1,3,5,23.99999999,5
185605,3,5,5,44252,2925
185614,3,5,5,8932,2926
185617,3,5,6,20026,2927
185617,5,6,4,18817,6
185617,6,4,6,1353,6
185617,4,6,6,1320,2928
185620,3,5,6,31397,2929
185620,5,6,4,31518,6
185620,6,4,6,1280,1
185626,3,3,3,39,2931
185626,3,3,5,9644,6
185629,3,5,6,12710,1
185632,1,1,3,47,3
185635,1,3,3,60.00000001,2933
185635,3,3,3,43989,1
185638,3,3,1,21,2934
185641,1,3,3,2642,1
185644,1,3,5,13055,5
185644,3,5,5,46880,2936
185650,1,3,5,983,2937
185650,3,5,5,80015,3
185653,3,5,6,19635,6
185653,5,6,6,10916,1
185659,1,1,3,39.99999999,5
185659,1,3,5,8742,2940
185665,3,5,6,29836,6
185665,5,6,6,21175,1
185668,1,3,5,9460,6
185668,3,5,6,12523,2942
185674,3,5,6,19643,2943
185674,5,6,6,18402,1
185677,1,1,1,7.000000002,3
185677,1,1,3,28.00000001,5
185683,1,3,5,28,2945
185683,3,5,6,13744,4
185683,5,6,4,14104,6
185683,6,4,6,4335,2946
185683,4,6,4,4012,4
185683,6,4,4,12005,1
185686,1,3,5,9412,5
185689,3,5,5,12841,2948
185692,3,5,6,28323,2949
185695,1,3,3,43954,2950
185698,3,3,3,4.999999995,5
185701,3,5,5,44637,2951
185710,3,5,6,30454,2952
185710,5,6,4,30512,6
185710,6,4,6,3083,3
185722,3,5,6,27352,4
185722,5,6,4,20153,2954
185722,6,4,6,2869,3
185725,3,3,3,44,5
185728,3,5,5,8967,2956
185728,5,5,3,210,3
185737,1,3,5,8808,6
185740,3,5,6,11424,2958
185746,3,3,3,8688,3
185755,3,5,5,23599,1
185759,1,3,5,2071,6
185759,3,5,6,11410,4
185759,5,6,4,9532,2962
185759,6,4,6,405,4
185759,4,6,4,370,6
185759,6,4,6,456,2963
185759,4,6,4,1128,6
185759,6,4,6,894,3
185762,3,5,6,23370,6
185762,5,6,6,27499,2965
185768,1,3,5,8968,2966
185771,3,5,6,20091,6
185771,5,6,6,14097,3
185777,3,5,6,11433,2
185777,5,6,2,11435,2968
185777,6,2,6,15,4
185777,2,6,4,36.99999999,6
185777,6,4,6,11438,2969
185777,4,6,4,11599,6
185777,6,4,6,249,1
185780,1,3,5,330,6
185780,3,5,6,23097,2971
185780,5,6,4,22907,6
185780,6,4,6,5384,6
185780,4,6,6,28287,2972
185783,1,3,3,14708,2973
185789,3,5,6,11722,2974
185792,3,3,5,8886,2975
185795,3,5,6,18979,4
185795,5,6,4,10119,6
185795,6,4,6,249,2976
185795,4,6,6,971,3
185798,3,5,6,11542,4
185798,5,6,4,11280,4
185798,6,4,4,142,2978
185801,3,5,5,31399,2979
185804,3,5,6,27081,2980
185804,5,6,4,27100,6
185804,6,4,6,10287,3
185807,3,5,5,44307,1
185813,1,1,3,86,5
185816,1,3,5,113,2983
185819,3,5,6,18444,4
185819,5,6,4,18429,1
185822,1,2,2,11269,1
185828,1,3,5,243,6
185831,3,5,6,33032,2986
185834,3,3,3,44115,1
185840,1,1,3,25.00000001,5
185840,1,3,5,26,5
185843,3,5,5,84585,2989
185846,1,3,3,320,2990
185849,1,3,3,44253,2991
185852,3,3,3,106,5
185855,3,5,6,21090,2992
185858,1,3,3,118,2993
185858,3,3,3,44091,1
185870,1,3,5,5.999999999,6
185873,3,5,6,17247,6
185873,5,6,6,17267,2995
185885,1,3,5,1480,2996
185885,3,5,5,11614,1
185888,1,1,3,103,1
185891,1,3,1,15,1
185900,1,1,3,107,2999
185903,1,3,5,122,6
185903,3,5,6,18102,4
185903,5,6,4,18129,3000
185903,6,4,6,1471,1
185906,1,1,3,121,5
185912,1,3,5,11725,6
185921,3,5,6,18306,3002
185921,5,6,4,6891,6
185921,6,4,6,1166,4
185921,4,6,4,2543,3003
185921,6,4,6,10324,1
185930,1,3,3,894,3
185936,3,5,5,44024,1
185942,1,3,3,44129,1
185951,1,1,1,4.000000003,3
185969,1,3,5,2.999999999,3008
185972,3,5,6,11070,6
185972,5,6,6,11109,3
185984,3,5,6,909,3
185984,6,3,5,7545,6
185990,3,5,6,17026,4
185990,5,6,4,8605,3011
185990,6,4,6,1082,4
185990,4,6,4,1097,4
185990,6,4,4,11861,3012
185993,1,1,2,6895,3013
185996,1,2,2,6968,1
186005,1,1,3,36,5
186008,1,3,5,9538,6
186011,3,5,6,16687,3015
186011,5,6,4,7268,4
186011,6,4,4,1335,1
186017,1,3,3,2854,1
186020,1,3,3,14130,3
186023,3,5,6,18082,4
186023,5,6,4,18150,3019
186023,6,4,6,3128,6
186023,4,6,6,3086,3
186023,6,3,3,22703,1
186032,1,3,5,8071,6
186032,3,5,6,10052,1
186038,3,5,6,11510,4
186038,5,6,4,11736,6
186038,6,4,6,4347,3024
186038,4,6,4,4151,3
186050,3,3,3,2.999999999,3
186053,3,3,3,12,3026
186053,3,3,5,7056,6
186056,3,5,6,10424,4
186056,5,6,4,3426,3027
186056,6,4,6,1084,4
186056,4,6,4,894,6
186056,6,4,6,4202,3028
186059,3,5,6,20479,3029
186059,5,6,4,21240,6
186059,6,4,6,5349,3
186062,3,3,3,8.999999998,5
186062,3,3,5,7585,3031
186068,3,5,6,32088,6
186068,5,6,6,21661,1
186079,1,3,5,11709,5
186079,3,5,5,45904,3033
186082,1,3,3,14,3
186085,3,3,3,5.999999999,5
186088,3,5,6,17474,4
186088,5,6,4,18567,4
186088,6,4,4,1368,3036
186094,1,1,3,73.00000001,3037
186097,1,3,5,10317,5
186100,3,5,5,44467,1
