CaseID,Activity1,Activity2,Activity3,Duration,NextActivity
1-722362086,1,2,1,948,3
1-722362086,1,3,5,147,1
1-722385327,1,1,1,7.000000002,2
1-722385327,1,1,2,7.000000002,1
1-722385327,1,2,1,29,1
1-722385327,1,1,6,161,2
1-722385327,1,6,2,1087,1
1-722385327,1,2,1,2177,2
1-722385327,1,2,1,4955,4
1-722385327,1,4,1,2784,8
1-722385327,1,8,1,7.000000002,2
1-722385327,1,2,1,29,2
1-722385327,1,2,2,16,1
1-722385327,1,2,1,773,4
1-722385327,1,4,1,648,4
1-722385327,1,4,1,382,2
1-722385327,1,2,1,2.999999999,2
1-722385327,1,2,1,4073,4
1-722385327,1,4,1,5.999999999,4
1-722385327,1,4,1,4312,8
1-722385327,1,8,1,1361,8
1-722385327,1,8,1,77,2
1-722385327,1,2,1,74,10
1-722385327,1,10,3,5581,5
1-722386222,1,1,2,13,1
1-722386222,1,2,1,29,2
1-722386222,1,2,1,15.00000001,6
1-722386222,1,6,3,20132,5
1-722386268,1,1,10,1.999999996,6
1-722386268,1,10,6,19010,3
1-722388008,1,1,4,45,1
1-722388008,1,4,1,132,1
1-722388008,1,1,6,73,1
1-722388008,1,6,1,1700,3
1-722388008,1,3,5,192,1
1-722388008,1,2,1,82.00000001,4
1-722388008,1,4,1,136,1
1-722388008,1,1,6,7001,3
1-722388008,1,6,3,11496,5
1-722393548,1,1,2,1.000000003,1
1-722393548,1,2,1,68.99999999,10
1-722393548,1,10,1,10056,3
1-722393548,1,3,5,10614,1
1-722393548,1,2,1,305,2
1-722393548,1,2,1,77,3
1-722393548,1,3,5,10546,1
1-722398871,1,1,8,38.99999999,4
1-722398871,1,8,4,3072,4
1-722398871,1,3,5,13498,1
1-722410869,1,2,1,5.999999999,6
1-722410869,1,6,3,19994,5
1-722410885,1,2,1,2.000000007,2
1-722410885,1,2,1,15,4
1-722410885,1,4,1,29,6
1-722410885,1,6,3,19782,5
1-722415150,1,1,2,5.999999999,1
1-722415150,1,2,1,1071,8
1-722415150,1,8,6,410,2
1-722415150,1,6,6,89,2
1-722415150,1,2,1,25,2
1-722415150,1,2,1,126,6
1-722415150,1,6,2,1053,1
1-722415150,1,6,3,17671,5
1-722446422,1,1,2,7.000000002,1
1-722446422,1,2,1,52,2
1-722446422,1,2,1,3408,2
1-722446422,1,2,1,6341,4
1-722446422,1,4,1,1626,6
1-722446422,1,6,1,1234,6
1-722446422,1,6,3,7087,5
1-722446651,1,1,2,37.00000001,1
1-722446651,1,2,1,39,2
1-722446651,1,2,1,2480,2
1-722446651,1,2,1,929,2
1-722446651,1,2,1,6341,4
1-722446651,1,4,1,182,6
1-722446651,1,6,2,49,1
1-722446651,1,7,6,5423,3
1-722456527,1,1,2,7.999999995,1
1-722456527,1,2,1,960,2
1-722456527,1,2,1,21990,8
1-722456527,1,8,3,54.00000001,5
1-722456790,1,1,2,4.999999995,1
1-722456790,1,2,1,5.000000006,2
1-722456790,1,2,2,19,1
1-722456790,1,6,6,4296,3
1-722457895,1,6,1,929,2
1-722457895,1,2,1,1.000000003,6
1-722457895,1,6,1,5982,6
1-722457895,1,6,1,2685,6
1-722457895,1,6,1,1527,6
1-722457895,1,6,1,8539,3
1-722457895,1,3,5,11100,1
1-722464062,1,1,2,4.999999995,1
1-722464062,1,2,1,80,6
1-722464062,1,6,3,22685,5
1-722485381,1,1,2,15.00000001,1
1-722485381,1,2,1,329,6
1-722485381,1,6,8,7262,1
1-722485381,1,3,5,80,1
1-722499503,1,1,2,2.000000007,1
1-722499503,1,2,1,3409,2
1-722499503,1,2,1,6341,4
1-722499503,1,4,1,1425,6
1-722499503,1,6,1,69,4
1-722499503,1,4,1,250,6
1-722499503,1,6,1,8480,6
1-722499503,1,6,1,26.99999999,3
1-722499503,1,3,5,10752,1
1-722514203,1,1,6,15,2
1-722514203,1,6,2,2.999999999,1
1-722514203,1,6,1,27021,6
1-722514203,1,6,3,10,5
1-722535466,1,1,2,1.999999996,1
1-722535466,1,2,1,19789,2
1-722535466,1,2,1,25,3
1-722535466,1,3,5,828,1
1-722551539,1,1,2,12,1
1-722551539,1,2,1,15,7
1-722551539,1,7,2,2725,1
1-722551539,1,2,1,6340,4
1-722551539,1,4,1,48,6
1-722551539,1,6,1,11539,3
1-722551539,1,3,5,1.999999996,1
1-722557526,1,1,2,8.000000005,1
1-722557526,1,2,1,1215,6
1-722557526,1,6,1,18597,1
1-722557526,1,1,6,18.00000001,3
1-722557526,1,6,3,7022,5
1-722557908,1,1,2,2.999999999,1
1-722557908,1,2,1,152,2
1-722557908,1,2,1,739,6
1-722557908,1,6,1,21630,3
1-722557908,1,3,5,1.000000003,2
1-722563391,1,1,2,1330,1
1-722563391,1,2,1,17,2
1-722563391,1,2,1,563,2
1-722563391,1,2,1,360,2
1-722563391,1,2,1,4953,4
1-722563391,1,4,1,1638,8
1-722563391,1,8,1,1131,2
1-722563391,1,2,1,4.999999995,2
1-722563391,1,2,1,62,4
1-722563391,1,4,1,15,6
1-722563391,1,6,2,1357,2
1-722563391,1,2,1,4.000000003,2
1-722563391,1,2,1,4290,4
1-722563391,1,4,1,29,2
1-722563391,1,2,1,2.000000007,2
1-722563391,1,2,1,257,2
1-722563391,1,2,1,2589,2
1-722563391,1,2,1,58,2
1-722563391,1,2,1,18.00000001,2
1-722563391,1,2,1,376,2
1-722563391,1,2,1,7.000000002,4
1-722563391,1,4,1,23.99999999,2
1-722563391,1,2,1,985,4
1-722563391,1,4,1,2.999999999,6
1-722563391,1,6,1,1372,2
1-722563391,1,2,1,13,3
1-722563391,1,3,5,11025,2
1-722563431,1,4,1,1.000000003,4
1-722563431,1,4,1,1388,6
1-722563431,1,6,1,7221,3
1-722563431,1,3,2,1846,1
1-722563431,1,2,1,872,4
1-722563431,1,4,1,56,6
1-722563431,1,6,2,63,1
1-722563431,1,4,1,7.000000002,2
1-722563431,1,2,1,20,4
1-722563431,1,4,1,274,2
1-722563431,1,2,1,16,2
1-722563431,1,2,1,4179,2
1-722563431,1,2,1,53.00000001,4
1-722563431,1,4,1,1323,2
1-722563431,1,2,1,1419,4
1-722563431,1,4,1,51,2
1-722563431,1,2,1,17,4
1-722563431,1,4,1,212,6
1-722563431,1,6,3,2464,5
1-722563671,1,2,1,4.999999995,2
1-722563671,1,2,1,49,2
1-722563671,1,2,1,5584,10
1-722563671,1,10,6,14750,1
1-722563671,1,3,5,10994,2
1-722563681,1,4,1,255,6
1-722563681,1,6,4,5345,1
1-722563681,1,6,1,15750,6
1-722563681,1,6,3,41,5
1-722568166,1,1,3,23.99999999,2
1-722568166,1,3,2,41,1
1-722568166,1,2,1,1011,4
1-722568166,1,4,1,42,6
1-722568166,1,6,1,10114,6
1-722568166,1,6,1,19916,6
1-722568166,1,6,1,5879,3
1-722568166,1,3,5,10754,2
1-722576991,1,2,1,168,6
1-722576991,1,6,3,27219,5
1-722577251,1,6,3,17215,5
1-722577581,1,2,1,3415,4
1-722577581,1,4,1,3275,8
1-722577581,1,8,3,9676,5
1-722579031,1,1,2,2.999999999,1
1-722579031,1,2,1,4.000000003,2
1-722579031,1,2,1,987,6
1-722579031,1,6,3,26314,5
1-722579712,1,1,2,2.000000007,1
1-722579712,1,2,1,4.999999995,4
1-722579712,1,4,1,245,6
1-722579712,1,6,3,31644,5
1-722586342,1,1,9,32,1
1-722586342,1,9,1,27030,3
1-722586342,1,3,5,0.999999993,1
1-722591617,1,1,2,13,1
1-722591617,1,2,1,13,3
1-722591617,1,3,5,47916,1
1-722603802,1,1,2,7.000000002,1
1-722603802,1,2,1,8.000000005,2
1-722603802,1,2,1,3156,2
1-722603802,1,2,1,6343,4
1-722603802,1,4,1,3101,2
1-722603802,1,2,1,741,2
1-722603802,1,2,1,15800,8
1-722603802,1,8,3,1168,5
1-722633677,1,1,3,1460,5
1-722633677,1,3,5,11817,2
1-722633677,1,4,1,6459,3
1-722633677,1,3,5,676,1
1-722653227,1,1,2,23.99999999,2
1-722653227,1,2,2,8.999999998,1
1-722653227,1,7,1,2831,6
1-722653227,1,6,1,3.999999992,3
1-722653227,1,3,1,393,3
1-722653227,1,3,5,1354,1
1-722653227,1,2,1,134,4
1-722653227,1,4,1,91,6
1-722653227,1,6,3,15828,5
1-722676283,1,1,2,2.999999999,1
1-722676283,1,2,1,25,2
1-722676283,1,2,1,1169,6
1-722676283,1,6,1,7019,3
1-722676283,1,3,5,606,1
1-722676283,1,2,1,6986,6
1-722676283,1,6,1,10549,3
1-722676283,1,3,5,178,1
1-722676834,1,1,8,144,2
1-722676834,1,8,2,10307,1
1-722676834,1,6,1,352,2
1-722676834,1,2,1,14063,4
1-722676834,1,4,1,621,3
1-722676834,1,3,5,2147,1
1-722682307,1,1,2,2.999999999,1
1-722682307,1,2,1,320,8
1-722682307,1,8,4,1.999999996,1
1-722682307,1,8,6,1886,3
1-722682307,1,8,3,7165,5
1-722698931,1,1,2,3.999999992,1
1-722698931,1,2,1,414,6
1-722698931,1,6,2,486,1
1-722698931,1,2,1,6345,4
1-722698931,1,4,1,450,8
1-722698931,1,8,4,63,1
1-722698931,1,4,1,97,6
1-722698931,1,6,1,91,6
1-722698931,1,6,1,120,6
1-722698931,1,6,1,8655,6
1-722698931,1,6,1,48,6
1-722698931,1,6,1,1253,6
1-722698931,1,6,1,248,2
1-722698931,1,2,1,12,2
1-722698931,1,2,1,57,4
1-722698931,1,4,1,1276,8
1-722698931,1,8,1,4292,6
1-722698931,1,6,1,1449,3
1-722698931,1,3,5,10777,2
1-722699121,1,2,1,44.00000001,6
1-722699121,1,6,3,18749,5
1-722699381,1,2,1,1.000000003,4
1-722699381,1,4,1,1.000000003,6
1-722699381,1,6,7,1640,1
1-722699381,1,7,2,7150,1
1-722699381,1,2,1,2.999999999,4
1-722699381,1,4,1,74,3
1-722699381,1,3,5,10959,1
1-722751796,1,1,2,2.999999999,1
1-722751796,1,2,1,442,3
1-722751796,1,3,1,5499,1
1-722751796,1,1,2,1.000000003,1
1-722751796,1,2,1,179,6
1-722751796,1,6,3,13035,5
1-722774781,1,1,6,19,3
1-722774781,1,6,3,20339,5
1-722800373,1,1,2,2.000000007,1
1-722800373,1,2,1,413,6
1-722800373,1,6,2,1020,1
1-722800373,1,6,3,5888,5
1-722800373,1,2,1,44.00000001,6
1-722800373,1,6,2,10017,1
1-722800373,1,6,3,8249,5
1-722802882,1,1,10,4.000000003,3
1-722802882,1,10,3,36170,5
1-724993372,1,1,9,4.000000003,1
1-724993372,1,9,1,1372,3
1-724993372,1,3,1,5619,8
1-724993372,1,8,6,341,8
1-726519362,1,1,6,10.99999999,1
1-726519362,1,6,1,6194,3
1-726519362,1,3,2,976,1
1-726519362,1,2,1,425,6
1-726519362,1,6,1,1077,6
1-726519362,1,6,1,58,8
1-726519362,1,8,8,222,2
1-726519362,1,4,4,2.000000007,1
1-726519362,1,6,2,1265,1
1-726519362,1,2,1,10311,3
1-726519362,1,3,5,10555,1
1-726519612,1,1,2,1.999999996,1
1-726519612,1,2,1,27542,2
1-726519612,1,2,1,7.000000002,3
1-726519612,1,3,5,770,1
1-726521429,1,1,2,4.000000003,1
1-726521429,1,2,1,7.000000002,2
1-726521429,1,2,1,5.000000006,2
1-726521429,1,2,1,52.99999999,8
1-726521429,1,8,1,16,2
1-726521429,1,2,1,34.00000001,2
1-726521429,1,2,1,5.999999999,2
1-726521429,1,2,1,39,2
1-726521429,1,2,1,39.99999999,2
1-726521429,1,2,1,118,2
1-726521429,1,2,1,311,2
1-726521429,1,2,1,850,2
1-726521429,1,2,1,4500,2
1-726521429,1,2,2,82.00000001,1
1-726521429,1,2,1,14,6
1-726521429,1,6,3,12751,5
1-726528936,1,1,10,4.000000003,6
1-726528936,1,10,6,27392,3
1-726528943,1,1,2,2.999999999,1
1-726528943,1,2,1,423,3
1-726528943,1,3,5,29342,1
1-726530157,1,1,2,5.999999999,1
1-726530157,1,2,1,13.99999999,2
1-726530157,1,2,1,1358,4
1-726530157,1,4,1,78,1
1-726530157,1,1,2,34,1
1-726530157,1,2,1,66,2
1-726530157,1,2,1,5704,1
1-726530157,1,1,3,13.99999999,1
1-726530157,1,3,1,10.99999999,2
1-726530157,1,2,1,31.00000001,2
1-726530157,1,2,1,110,8
1-726530157,1,8,2,274,1
1-726530157,1,8,1,11394,3
1-726530157,1,3,5,10863,1
1-726532802,1,1,6,8.000000005,3
1-726532802,1,6,3,20206,5
1-726532876,1,1,6,11,3
1-726532876,1,6,3,20187,5
1-726533201,1,1,4,3.00000001,1
1-726533201,1,4,1,246,2
1-726533201,1,2,1,38,2
1-726533201,1,2,1,1138,10
1-726533201,1,10,4,5980,1
1-726533201,1,3,5,10685,1
1-726537852,1,1,2,4.000000003,1
1-726537852,1,2,1,54,6
1-726537852,1,6,1,21560,3
1-726537852,1,3,5,10961,1
1-726546276,1,1,8,64,2
1-726546276,1,8,2,168,1
1-726546276,1,2,1,1436,4
1-726546276,1,4,1,77.00000001,6
1-726546276,1,6,1,20299,3
1-726546276,1,3,5,10628,1
1-726546740,1,1,8,25.00000001,1
1-726546740,1,8,1,32,9
1-726546740,1,9,1,71,1
1-726546740,1,1,2,7.999999995,1
1-726546740,1,2,1,1471,4
1-726546740,1,4,1,203,8
1-726546740,1,8,1,35.99999999,6
1-726546740,1,6,1,7131,6
1-726546740,1,6,1,1099,6
1-726546740,1,6,1,1425,6
1-726546740,1,6,1,7317,8
1-726546740,1,8,1,14,3
1-726546740,1,3,5,10885,1
1-726552311,1,1,3,22021,5
1-726552311,1,3,5,32618,1
1-726554431,1,1,2,2.000000007,1
1-726554431,1,2,1,377,4
1-726554431,1,4,1,18379,3
1-726554431,1,3,5,10924,1
1-726576082,1,1,2,5.000000006,2
1-726576082,1,2,2,4.000000003,1
1-726576082,1,2,1,228,4
1-726576082,1,4,1,809,6
1-726576082,1,6,2,309,1
1-726576082,1,2,1,3949,2
1-726576082,1,2,1,12863,2
1-726576082,1,2,1,13.99999999,6
1-726576082,1,6,3,4.000000003,5
1-726614295,1,1,6,21.00000001,2
1-726614295,1,6,2,8.000000005,1
1-726614295,1,6,3,27481,5
1-726625483,1,1,2,5.999999999,2
1-726625483,1,2,2,4.999999995,1
1-726625483,1,2,1,1212,2
1-726625483,1,2,1,2.000000007,2
1-726625483,1,2,1,16,6
1-726625483,1,6,6,10063,6
1-726625502,1,1,2,8.999999998,1
1-726625502,1,2,1,13,2
1-726625502,1,2,1,2273,2
1-726625502,1,2,1,6360,4
1-726625502,1,4,1,235,6
1-726625502,1,6,1,16642,3
1-726625502,1,3,5,0.999999993,1
1-726637105,1,1,2,1.000000003,1
1-726637105,1,2,1,45.99999999,11
1-726637105,1,11,3,29057,5
1-726667991,1,2,1,8.999999998,3
1-726667991,1,3,1,109,3
1-726667991,1,3,2,6829,1
1-726667991,1,1,6,127,3
1-726667991,1,6,3,11650,5
1-726668161,1,2,1,560,2
1-726668161,1,2,2,1.000000003,1
1-726668161,1,6,3,36072,5
1-726695193,1,1,2,63,1
1-726695193,1,2,1,108,8
1-726695193,1,8,1,8349,1
1-726695193,1,1,2,5.999999999,1
1-726695193,1,2,1,6.999999991,3
1-726695193,1,3,4,305,1
1-726695193,1,2,1,45.99999999,4
1-726695193,1,4,1,37.00000001,3
1-726695193,1,3,5,12074,1
1-726695193,1,6,6,44,1
1-726695193,1,2,1,15.00000001,6
1-726695193,1,6,1,71.99999999,6
1-726695193,1,6,1,6903,3
1-726695193,1,3,5,4.999999995,1
1-726696979,1,1,2,9.999999991,1
1-726696979,1,2,1,35,2
1-726696979,1,2,2,1.999999996,1
1-726696979,1,2,1,678,6
1-726696979,1,6,7,28,1
1-726696979,1,2,1,11366,2
1-726696979,1,2,1,26,8
1-726696979,1,8,3,5.999999999,5
1-726712611,1,1,2,5.000000006,1
1-726712611,1,2,1,47.00000001,2
1-726712611,1,2,1,7403,2
1-726712611,1,2,1,8371,7
1-726712611,1,7,3,5700,5
1-726729135,1,1,1,3.999999992,2
1-726729135,1,1,2,2.999999999,1
1-726729135,1,2,1,97,2
1-726729135,1,2,2,86,1
1-726729135,1,10,1,11504,2
1-726729135,1,2,1,3940,4
1-726729135,1,4,1,2997,7
1-726729135,1,7,3,1397,5
1-726747811,1,1,2,1.999999996,1
1-726747811,1,2,1,277,6
1-726747811,1,6,3,18455,5
1-726754037,1,1,6,22,1
1-726754037,1,6,1,5476,2
1-726754037,1,2,1,0.999999993,3
1-726754037,1,3,5,1.000000003,1
1-726754037,1,6,1,13085,3
1-726769441,1,6,2,169,1
1-726769441,1,4,1,17,6
1-726769441,1,6,3,12865,5
1-726777605,1,1,2,8.999999998,1
1-726777605,1,2,1,144,6
1-726777605,1,6,2,4.000000003,1
1-726777605,1,2,1,47.00000001,6
1-726777605,1,6,4,5368,1
1-726777605,1,11,3,12882,5
1-726777620,1,1,2,4.000000003,1
1-726777620,1,2,1,7.999999995,2
1-726777620,1,2,1,75,2
1-726777620,1,2,1,19,2
1-726777620,1,2,1,245,4
1-726777620,1,4,1,813,6
1-726777620,1,6,2,10,1
1-726777620,1,2,1,309,2
1-726777620,1,2,1,25,2
1-726777620,1,2,1,5.000000006,4
1-726777620,1,4,1,3992,6
1-726777620,1,6,2,395,1
1-726777620,1,2,1,2627,2
1-726777620,1,2,1,23,2
1-726777620,1,2,1,132,2
1-726777620,1,2,1,171,2
1-726777620,1,2,2,0.999999993,1
1-726777620,1,2,1,10,2
1-726777620,1,2,1,25,4
1-726777620,1,4,1,909,6
1-726777620,1,6,3,154,5
1-726797367,1,1,2,15,1
1-726797367,1,2,1,29,6
1-726797367,1,6,4,238,1
1-726797367,1,6,4,260,1
1-726797367,1,6,2,180,1
1-726797367,1,2,1,6349,4
1-726797367,1,4,1,42,2
1-726797367,1,2,1,18,4
1-726797367,1,4,1,21.00000001,6
1-726797367,1,6,4,18593,1
1-726797367,1,8,6,1314,1
1-726797367,1,3,5,608,1
1-726829050,1,1,1,26,2
1-726829050,1,1,2,45,1
1-726829050,1,2,1,50,6
1-726829050,1,6,2,112,1
1-726829050,1,4,1,3974,1
1-726829050,1,1,2,1.000000003,1
1-726829050,1,2,1,13.99999999,4
1-726829050,1,4,1,81,8
1-726829050,1,8,6,337,1
1-726829050,1,3,5,862,2
1-726829050,1,4,4,28,1
1-726829050,1,2,1,998,2
1-726829050,1,2,1,55,2
1-726829050,1,2,1,20,4
1-726829050,1,4,1,365,2
1-726829050,1,2,1,36,8
1-726829050,1,8,2,1144,1
1-726829050,1,4,1,122,2
1-726829050,1,2,1,91,4
1-726829050,1,4,1,16,4
1-726829050,1,4,1,138,4
1-726829050,1,4,1,3994,4
1-726829050,1,4,1,133,3
1-726829050,1,3,5,10721,1
1-726834518,1,1,6,5.000000006,1
1-726834518,1,6,1,11,2
1-726834518,1,2,1,65,2
1-726834518,1,2,1,185,4
1-726834518,1,4,1,7056,3
1-726834518,1,3,5,23575,1
1-726844205,1,1,2,12.00000001,1
1-726844205,1,2,1,38,6
1-726844205,1,6,3,18362,5
1-726889557,1,1,2,16,1
1-726889557,1,2,1,41.00000001,2
1-726889557,1,2,1,73,6
1-726889557,1,6,2,1138,1
1-726889557,1,6,2,2820,1
1-726889557,1,2,1,29,2
1-726889557,1,2,2,54,1
1-726889557,1,2,1,3200,2
1-726889557,1,2,1,1214,6
1-726889557,1,6,1,21835,3
1-726889557,1,3,5,1.000000003,2
1-726893941,1,2,1,72,6
1-726893941,1,6,3,35665,5
1-726893951,1,2,1,172,2
1-726893951,1,2,1,1480,1
1-726893951,1,2,1,453,2
1-726893951,1,2,1,6348,4
1-726893951,1,4,1,7323,8
1-726893951,1,8,1,4371,3
1-726893951,1,3,1,7339,2
1-726893951,1,2,1,903,4
1-726893951,1,4,1,161,2
1-726893951,1,2,1,115,8
1-726893951,1,8,2,40,1
1-726893951,1,4,1,1497,6
1-726893951,1,6,1,79,6
1-726893951,1,6,1,5382,3
1-726893951,1,3,5,10965,2
1-726894642,1,2,2,1.000000003,1
1-726894642,1,2,1,11,2
1-726894642,1,2,1,202,6
1-726894642,1,6,3,4374,1
1-726894642,1,3,5,646,2
1-726894711,1,4,1,141,6
1-726894711,1,6,1,5809,2
1-726894711,1,2,1,15,6
1-726894711,1,6,3,12762,5
1-726894731,1,2,1,1036,2
1-726894731,1,2,1,3057,2
1-726894731,1,2,1,4639,4
1-726894731,1,4,1,106,6
1-726894731,1,6,6,69,2
1-726894731,1,4,1,903,8
1-726894731,1,8,6,35,2
1-726894731,1,4,1,17,3
1-726894731,1,3,2,25,1
1-726894731,1,4,1,7.000000002,6
1-726894731,1,6,1,197,7
1-726894731,1,7,1,7046,7
1-726894731,1,7,1,3036,3
1-726894731,1,3,5,10774,1
1-726896681,1,1,9,13,1
1-726896681,1,9,1,4.000000003,2
1-726896681,1,2,1,2131,2
1-726896681,1,2,1,6350,4
1-726896681,1,4,1,2837,8
1-726896681,1,8,1,7344,6
1-726896681,1,6,1,10168,4
1-726896681,1,4,1,2763,6
1-726896681,1,6,1,4107,3
1-726896681,1,3,5,10969,2
1-726907941,1,2,1,2114,2
1-726907941,1,2,1,6348,4
1-726907941,1,4,1,1272,8
1-726907941,1,8,2,36.99999999,1
1-726907941,1,2,1,10317,3
1-726907941,1,3,5,10556,2
1-726908351,1,1,1,2.000000007,4
1-726908351,1,1,4,1.000000003,1
1-726908351,1,4,1,106,2
1-726908351,1,2,1,674,6
1-726908351,1,6,3,18909,5
1-726908461,1,4,1,157,11
1-726908461,1,11,3,7216,2
1-726908461,1,6,2,3076,1
1-726908461,1,8,1,217,4
1-726908461,1,4,1,519,8
1-726908461,1,8,6,53.00000001,1
1-726908461,1,3,5,84.99999999,2
1-726908881,1,4,1,103,6
1-726908881,1,6,1,95,2
1-726908881,1,2,1,97.99999999,6
1-726908881,1,6,2,5598,1
1-726908881,1,4,1,71,6
1-726908881,1,6,1,5780,6
1-726908881,1,6,1,2682,3
1-726908881,1,3,1,2981,3
1-726913671,1,1,2,4.000000003,1
1-726913671,1,2,1,1047,2
1-726913671,1,2,1,308,2
1-726913671,1,2,1,27,4
1-726913671,1,4,1,2.999999999,2
1-726913671,1,2,1,18727,3
1-726913671,1,3,2,5.999999999,1
1-726913671,1,3,5,640,1
1-726921727,1,1,2,5.000000006,1
1-726921727,1,2,1,103,2
1-726921727,1,2,1,1083,1
1-726921727,1,1,2,27331,1
1-726921727,1,2,1,24285,2
1-726921727,1,2,1,8306,3
1-726921727,1,3,5,10983,1
1-726923786,1,1,6,37.00000001,1
1-726923786,1,6,1,20015,9
1-726936962,1,1,2,67.99999999,1
1-726936962,1,2,1,66,6
1-726936962,1,6,6,344,2
1-726936962,1,2,1,3647,2
1-726936962,1,2,1,2862,4
1-726936962,1,4,1,74.99999999,6
1-726936962,1,6,4,15.00000001,1
1-726936962,1,6,6,1132,1
1-726936962,1,1,2,1.000000003,2
1-726936962,1,2,2,1.000000003,1
1-726936962,1,4,1,47,8
1-726936962,1,8,2,184,2
1-726936962,1,2,1,24,6
1-726936962,1,6,4,10544,1
1-726936962,1,6,3,1964,5
1-726943514,1,1,2,12,1
1-726943514,1,2,1,341,4
1-726943514,1,4,1,9855,8
1-726943514,1,8,2,17117,1
1-726943514,1,6,2,1830,1
1-726943514,1,3,5,228,1
1-726974974,1,1,8,4.000000003,2
1-726974974,1,8,2,36,1
1-726974974,1,2,1,25921,8
1-726974974,1,8,3,19.99999999,5
1-726977591,1,1,7,40,7
1-726977591,1,7,7,4321,7
1-726993271,1,1,2,7.000000002,1
1-726993271,1,2,1,21.00000001,2
1-726993271,1,2,1,6.999999991,2
1-726993271,1,2,1,72,2
1-726993271,1,2,1,5.999999999,2
1-726993271,1,2,1,8567,6
1-726993271,1,6,2,9810,1
1-726993271,1,2,1,1228,2
1-726993271,1,2,1,30,2
1-726993271,1,2,1,74.99999999,2
1-726993271,1,2,1,97,3
1-726993271,1,3,5,10808,1
1-726994871,1,1,2,4.999999995,1
1-726994871,1,2,1,22,2
1-726994871,1,2,1,59,8
1-726994871,1,8,1,8314,2
1-726994871,1,2,1,71,4
1-726994871,1,4,1,1.999999996,6
1-726994871,1,6,1,10174,3
1-726994871,1,3,5,586,1
1-727013401,1,1,2,4.000000003,1
1-727013401,1,2,1,26,2
1-727013401,1,2,1,44.00000001,6
1-727013401,1,6,6,4253,3
1-727021332,1,1,2,7.000000002,1
1-727021332,1,2,1,9.000000008,6
1-727021332,1,6,1,5765,2
1-727021332,1,2,1,2649,4
1-727021332,1,4,1,116,6
1-727021332,1,6,1,18759,4
1-727021332,1,4,1,1432,1
1-727021332,1,1,2,17,2
1-727021332,1,2,2,1.000000003,1
1-727021332,1,4,1,92,6
1-727021332,1,6,2,1394,1
1-727021332,1,4,1,336,3
1-727021332,1,3,5,604,6
1-727029406,1,6,1,25549,3
1-727029406,1,3,5,10908,1
1-727049292,1,1,1,5.999999999,1
1-727049292,1,1,1,8.999999998,2
1-727049292,1,1,2,2.999999999,1
1-727049292,1,2,1,13,6
1-727049292,1,6,1,1239,2
1-727049292,1,2,1,952,2
1-727049292,1,2,1,6366,4
1-727049292,1,4,1,1224,2
1-727049292,1,2,2,43,1
1-727049292,1,4,1,24,6
1-727049292,1,6,1,1668,6
1-727049292,1,6,3,24147,5
1-727074774,1,1,2,19,1
1-727074774,1,2,1,25,2
1-727074774,1,2,2,59,1
1-727074774,1,2,1,7560,4
1-727074774,1,2,1,54.00000001,4
1-727074774,1,4,1,48,6
1-727074774,1,6,1,1148,6
1-727074774,1,6,6,8837,1
1-727074774,1,3,4,4909,1
1-727074774,1,2,1,804,4
1-727074774,1,4,1,438,2
1-727074774,1,2,2,2.999999999,1
1-727074774,1,4,1,26.99999999,2
1-727074774,1,2,1,6.000000009,6
1-727074774,1,6,2,1271,1
1-727074774,1,2,1,14,4
1-727074774,1,4,1,38,3
1-727074774,1,3,5,10705,1
1-727104891,1,1,2,7.000000002,2
1-727104891,1,2,2,8.000000005,1
1-727104891,1,3,5,31211,1
1-727108464,1,2,1,5216,11
1-727108464,1,11,4,1747,1
1-727108464,1,2,1,5.999999999,8
1-727108464,1,8,1,2933,11
1-727108464,1,11,1,15789,2
1-727108464,1,2,1,12.00000001,3
1-727108464,1,3,5,10718,1
1-727113589,1,1,2,2.000000007,1
1-727113589,1,2,1,83,6
1-727113589,1,6,3,18775,5
1-727123066,1,1,2,1.999999996,1
1-727123066,1,2,1,209,4
1-727123066,1,4,1,938,2
1-727123066,1,2,1,1.000000003,10
1-727123066,1,10,3,34737,5
1-727152027,1,1,4,2.999999999,1
1-727152027,1,4,1,4.000000003,4
1-727152027,1,4,1,875,2
1-727152027,1,2,1,2.000000007,6
1-727152027,1,6,3,323,5
1-727152027,1,2,1,1054,6
1-727152027,1,6,6,3.999999992,3
1-727155202,1,1,8,7.000000002,2
1-727155202,1,8,2,1070,1
1-727155202,1,2,1,24651,3
1-727155202,1,3,5,776,1
1-727165553,1,1,2,8.000000005,1
1-727165553,1,2,1,84.99999999,2
1-727165553,1,2,1,112,8
1-727165553,1,8,2,5584,1
1-727165553,1,1,1,2921,2
1-727165553,1,1,2,2889,1
1-727165553,1,2,1,3106,8
1-727165553,1,8,3,8175,5
1-727176381,1,1,6,4.000000003,1
1-727176381,1,6,1,17831,9
1-727176381,1,9,1,9528,2
1-727176381,1,2,1,379,8
1-727176381,1,8,2,146,1
1-727176381,1,2,1,613,2
1-727176381,1,2,1,379,4
1-727176381,1,4,1,105,6
1-727176381,1,6,1,5756,6
1-727176381,1,6,1,1305,3
1-727176381,1,3,5,997,1
1-727217586,1,1,9,1.999999996,1
1-727217586,1,9,1,19444,3
1-727217586,1,3,5,10727,1
1-727224498,1,1,6,112,3
1-727224498,1,6,3,6087,1
1-727224498,1,2,1,100,2
1-727224498,1,2,1,1246,2
